ID,Eco_Final_Pred,Movement_Final_Pred,Dmg_Final_Pred,Flash_Final_Pred,Grenade_Final_Pred,Kill_Final_Pred,Wf_Final_Pred,isCheater
落叶sxlp_g151-n-20230821152714992445594,4.9539683e-08,1.4746206e-08,2.6119224e-08,5.4909627e-12,1.3211832e-31,8.205237e-18,0.110160336,0
qwe664827_g151-n-20230821152714992445594,4.9539683e-08,1.4746206e-08,2.6119222e-08,1.1201463e-11,0.0,5.5376606e-26,1.7827350000000002e-27,1
冰蓝梦境6_g151-n-20230821152714992445594,4.9539683e-08,1.4746206e-08,2.6119224e-08,5.4909627e-12,0.0,8.294712e-16,0.182218,0
yyyyaaahazd_g151-n-20230821152714992445594,4.9539683e-08,1.4746206e-08,2.6119226e-08,2.4451819e-11,0.0,4.869214699999999e-19,2.742298e-23,0
AAA答辩批發_g151-n-20230821152714992445594,4.9539683e-08,1.4746206e-08,2.6119226e-08,5.4909627e-12,0.0,1.2016870000000001e-27,2.3249029e-06,0
我没秃头也变强了_g151-n-20230821152714992445594,4.9539683e-08,1.4746206e-08,2.6119226e-08,8.696583e-12,0.0,7.9581974e-20,0.07678674,0
radioactiveK_g151-n-20230821152714992445594,4.9539683e-08,1.4746206e-08,2.6119226e-08,5.4909627e-12,0.0,2.7543704e-27,5.7868768e-08,0
北葵南开5_g151-n-20230821152714992445594,4.9539683e-08,1.4746206e-08,2.6119226e-08,4.422502e-17,0.0,1.1906199e-17,1.6328781e-15,0
林逸3_g159-n-20230815181925241340941,4.9539683e-08,1.4746206e-08,2.6119231e-08,2.443789e-11,0.0,1.1052459999999999e-21,0.048087284,0
想要成为第一枪男_g159-n-20230815181925241340941,4.9539683e-08,1.4746206e-08,2.6119235e-08,2.1783805e-12,0.0,7.1508056e-24,0.08088248,0
天花乱飞_g159-n-20230815181925241340941,4.9539683e-08,1.4746206e-08,2.6119233e-08,6.0208128e-12,0.0,3.426308e-24,2.5670403e-08,0
帅得被人追着砍._g159-n-20230815181925241340941,4.9539683e-08,1.4746206e-08,2.611923e-08,2.8180605e-12,0.0,5.783722e-20,0.16026789,0
ChristyCanyon_g159-n-20230815181925241340941,4.9539683e-08,1.4746206e-08,2.611923e-08,2.506827e-11,1.4935568e-19,3.425135e-21,3.758281e-11,0
dangjkme_g159-n-20230815181925241340941,4.9539683e-08,1.4746206e-08,2.6119235e-08,6.5695682e-12,4.0039777e-18,4.772563e-18,0.069891244,0
小朱不玩狙_g159-n-20230815181925241340941,4.9539683e-08,1.4746206e-08,2.6119226e-08,6.8643494e-11,0.0,2.702572e-23,7.44689e-06,0
1uT1_g159-n-20230815181925241340941,4.9539683e-08,1.4746207e-08,2.6119231e-08,3.1086292e-10,0.0,2.4829852000000003e-16,0.077143386,0
1的呀_g159-n-20230815181925241340941,4.9539683e-08,1.4746206e-08,2.6119224e-08,3.2160763e-10,0.0,8.97235e-14,1.4308255e-20,0
Ethen48_g159-n-20230815181925241340941,4.9539683e-08,1.4746206e-08,2.611923e-08,1.183194e-08,1.5013864e-14,1.9916515e-24,0.07198426,0
LilAce111_g151-n-20230815023707636634331,4.9539683e-08,1.4746206e-08,2.6119226e-08,1.1012008e-11,0.0,1.708833e-25,0.012167398,0
白泽owo_g151-n-20230815023707636634331,4.9539683e-08,1.4746206e-08,2.6119231e-08,6.6485498e-12,0.0,1.2947255000000001e-17,1.8686756e-13,0
齐天☯大圣_g151-n-20230815023707636634331,4.9539683e-08,1.4746206e-08,2.6119226e-08,3.257893e-10,5.424911e-32,3.3187372999999997e-18,0.25065005,0
小西湖三少_g151-n-20230815023707636634331,4.9539683e-08,1.4746206e-08,2.6119226e-08,6.9784664e-12,0.0,1.7494761000000001e-22,0.110970765,0
老公ღ_g151-n-20230815023707636634331,4.9539683e-08,1.4746206e-08,2.6119224e-08,7.4074885e-11,2.439738e-14,2.6423545e-20,0.10129691,0
8aceMak1r⚡^_g151-n-20230815023707636634331,4.9539683e-08,1.4746207e-08,2.6119226e-08,1.4523382e-12,7.146491399999999e-35,8.119667000000001e-27,0.026308471,0
钢枪男孩兔兔酱_g151-n-20230815023707636634331,4.9539683e-08,1.4746206e-08,2.6119226e-08,1.2439357e-14,0.0,1.6198960000000002e-23,0.07639984,0
下班带着疲惫挨虐_g151-n-20230815023707636634331,4.9539683e-08,1.4746206e-08,2.6119226e-08,9.861103e-14,0.0,3.310127e-22,0.06811802,0
herenbo_g151-n-20230815023707636634331,4.9539683e-08,1.4746206e-08,2.6119235e-08,1.3282692e-11,0.0,3.5047982e-23,1.3959864e-33,1
P.Z._g151-n-20230815023707636634331,4.9539683e-08,1.4746206e-08,2.611923e-08,2.3862062e-13,0.0,2.6475146e-26,0.08710421,0
不易rt_g161-20230820103418928177279,4.9539683e-08,1.4746206e-08,2.6119226e-08,3.38676e-11,0.0,2.1457018e-20,0.106216565,0
洋葱榨汁喝_g161-20230820103418928177279,4.9539683e-08,1.4746206e-08,2.611923e-08,1.5914292e-11,7.139178e-24,1.4577561999999998e-25,0.09915974,0
孤钰梦_g161-20230820103418928177279,4.9539683e-08,1.4746206e-08,2.6119231e-08,5.4909627e-12,0.0,1.7007968e-28,0.00048337615,0
sunjunjun_g161-20230820103418928177279,4.9539683e-08,1.4746206e-08,2.611923e-08,8.427898e-10,0.0,3.1952854e-31,8.863887e-05,0
东南憨憨的熊猫_g161-20230820103418928177279,4.9539683e-08,1.4746206e-08,2.6119233e-08,1.4335199e-12,0.0,1.6306944e-17,0.19885872,0
艾有价值、_g161-20230820103418928177279,4.9539683e-08,1.4746206e-08,2.6119226e-08,9.506602e-12,0.0,2.281141e-19,0.08931636,0
m0nking_g161-20230820103418928177279,4.9539683e-08,1.4746206e-08,2.6119233e-08,4.6720388e-11,0.0,3.270292e-21,0.32923597,0
钢琴与熟牛排_g161-20230820103418928177279,4.9539683e-08,1.4746206e-08,2.6119228e-08,1.99495e-11,0.0,1.4150636e-15,0.055719733,0
后坝街小皇帝_g161-20230820103418928177279,4.9539683e-08,1.4746206e-08,2.6119226e-08,1.4244336e-19,5.381249000000001e-32,2.0163364e-24,0.13002612,0
天黑也要记得回家_g161-20230820103418928177279,4.9539683e-08,1.4746206e-08,2.6119224e-08,5.5604844e-12,0.0,1.9857659000000002e-28,0.14698745,1
希儿爱莉双推人_g151-n-20230825174533775368988,4.9539683e-08,1.4746206e-08,2.6119224e-08,3.0388945e-11,0.0,2.1233686e-31,1.3064014000000001e-31,0
924297041_g151-n-20230825174533775368988,4.9539683e-08,1.4746206e-08,2.6119233e-08,7.153523e-10,0.0,5.182898999999999e-26,8.058884e-37,0
别骂了QaQ别骂了QaQ_g151-n-20230825174533775368988,4.9539683e-08,1.4746206e-08,2.6119226e-08,1.05635205e-11,0.0,1.2973278e-18,0.21479404,0
uexo93_g151-n-20230825174533775368988,4.9539683e-08,1.4746206e-08,2.6119224e-08,5.8894075e-12,0.0,8.144554e-36,0.0,1
Anwar7_g151-n-20230825174533775368988,4.9539683e-08,1.4746206e-08,2.6119224e-08,2.9013883e-12,0.0,3.8768359999999996e-24,0.17516741,0
llg2010_g151-n-20230825174533775368988,4.9539683e-08,1.4746206e-08,2.6119224e-08,1.4378915e-11,0.0,3.7703051e-34,0.0,0
别做小孩_g151-n-20230825174533775368988,4.9539683e-08,1.4746206e-08,2.6119224e-08,6.7906625e-11,0.0,1.3743492e-19,0.14544006,0
hurun212_g151-n-20230825174533775368988,4.9539683e-08,1.4746206e-08,2.6119228e-08,1.448873e-10,0.0,3.6090744999999996e-29,0.07177189,0
CHEN伟霆_g151-n-20230825174533775368988,4.9539683e-08,1.4746206e-08,2.6119226e-08,2.6669055e-12,0.0,8.3696154e-24,3.006757e-37,0
恋星辰、陨_g151-n-20230825174533775368988,4.9539683e-08,1.4746206e-08,2.6119226e-08,3.7000494e-10,0.0,8.813175999999998e-19,0.00011092242,0
AkiYui_g151-n-20230828025551174161453,4.9539683e-08,1.4746206e-08,2.6119224e-08,2.467634e-10,0.0,7.0366643000000005e-28,1.3048519e-07,0
是笙歌呀_g151-n-20230828025551174161453,4.9539683e-08,1.4746206e-08,2.6119222e-08,1.3394326e-10,0.0,3.1150033000000004e-32,0.0,0
黎初夫妇d_g151-n-20230828025551174161453,4.9539683e-08,1.4746206e-08,2.6119224e-08,6.79565e-11,0.0,3.3784643e-21,0.0,1
柒柒不然_g151-n-20230828025551174161453,4.9539683e-08,1.4746206e-08,2.6119226e-08,5.4909627e-12,2.471498e-38,1.7622532e-30,0.49675807,0
阿绝绝子_g151-n-20230828025551174161453,4.9539683e-08,1.4746206e-08,2.6119224e-08,5.4909627e-12,0.0,1.0880928999999999e-29,1.16141e-19,0
小白lookyou_g151-n-20230828025551174161453,4.9539683e-08,1.4746206e-08,2.611923e-08,2.710394e-11,0.0,1.0390274000000001e-21,8.268793e-13,0
娄得强_g151-n-20230828025551174161453,4.9539683e-08,1.4746206e-08,2.6119226e-08,1.5388895e-11,0.0,4.0376036e-35,2.452007e-38,0
haoshuai1_g151-n-20230828025551174161453,4.9539683e-08,1.4746206e-08,2.6119222e-08,5.4909627e-12,0.0,4.622774e-28,0.12505189,0
馋馋你呀_g151-n-20230828025551174161453,4.9539683e-08,1.4746206e-08,2.6119224e-08,5.4909627e-12,0.0,7.198831e-26,0.11656593,0
培杰没枪_g152-n-20230816010401879880359,4.9539683e-08,1.4746205e-08,2.6119228e-08,5.4909627e-12,7.306676e-20,5.2111763e-19,0.009312958,0
指尖风风_g152-n-20230816010401879880359,4.9539683e-08,1.4746206e-08,2.6119226e-08,5.4909627e-12,0.0,1.0418783e-21,0.2018507,1
家业的ma_g152-n-20230816010401879880359,4.9539683e-08,1.4746205e-08,2.6119224e-08,1.1014748e-12,0.0,4.8166742000000004e-32,2.9185233999999996e-18,0
无明雾_g152-n-20230816010401879880359,4.9539683e-08,1.4746205e-08,2.6119226e-08,5.4909627e-12,0.0,4.92415e-25,0.05882251,0
阿政不自闭_g152-n-20230816010401879880359,4.9539683e-08,1.4746205e-08,2.6119233e-08,7.696874e-12,0.0,2.8407561e-19,0.21542996,0
1994014439_g152-n-20230816010401879880359,4.9539683e-08,1.4746205e-08,2.6119233e-08,9.991741e-10,0.0,2.1292135e-17,6.415648e-12,0
震惊金乡第一脚_g152-n-20230816010401879880359,4.9539683e-08,1.4746206e-08,2.6119224e-08,1.0918204e-11,0.0,1.6511461e-28,0.0,0
艾bei_g152-n-20230816010401879880359,4.9539683e-08,1.4746205e-08,2.6119226e-08,5.4909627e-12,0.0,3.6969976e-26,0.11463293,0
茄子味薯片_g152-n-20230816010401879880359,4.9539683e-08,1.4746205e-08,2.6119233e-08,5.4909627e-12,0.0,2.8799093e-23,0.10361416,0
FFFFFYyPp121_g152-n-20230816010401879880359,4.9539683e-08,1.4746206e-08,2.6119224e-08,6.167488e-13,0.0,8.0328156e-21,0.35840863,0
SORNAM520_g159-n-20230820013636657233328,4.953968e-08,1.4746206e-08,2.6119231e-08,8.4272575e-11,0.0,1.2649151e-24,0.13612908,0
温柔藏于心动_g159-n-20230820013636657233328,4.953968e-08,1.4746206e-08,2.611923e-08,3.6384784e-11,0.0,2.0778433e-27,0.04491721,0
948653929_g159-n-20230820013636657233328,4.953968e-08,1.4746206e-08,2.6119231e-08,3.7328574e-10,0.0,3.3183128e-19,6.0875056e-09,0
1303026507_g159-n-20230820013636657233328,4.953968e-08,1.4746206e-08,2.611923e-08,4.407549e-12,0.0,3.4499114e-27,0.049518254,0
又不是非我不可_g159-n-20230820013636657233328,4.953968e-08,1.4746206e-08,2.6119231e-08,1.2870895e-10,2.3177684000000002e-26,9.166491e-19,0.20957743,0
加藤惠99_g159-n-20230820013636657233328,4.953968e-08,1.4746206e-08,2.6119233e-08,6.0018865e-09,0.0,1.4775021e-26,0.24867108,0
上山打老虎12._g159-n-20230820013636657233328,4.953968e-08,1.4746206e-08,2.6119231e-08,4.2198287e-11,0.0,1.5932528e-21,5.3956595e-13,0
2497355941_g159-n-20230820013636657233328,4.9539683e-08,1.4746206e-08,2.6119224e-08,9.381041e-10,0.0,5.2039546e-22,0.14678672,0
TroublemAker⚡_g159-n-20230820013636657233328,4.953968e-08,1.4746206e-08,2.6119224e-08,1.9709978e-13,1.6250508e-34,9.859623000000001e-23,0.18078685,0
清风惊鸿客vBf_g159-n-20230820013636657233328,4.953968e-08,1.4746206e-08,2.6119235e-08,3.100625e-11,0.0,1.8753823999999997e-18,0.048119325,1
时刻保持谨慎_g152-n-20230816160926685799168,4.9539683e-08,1.4746206e-08,2.6119226e-08,5.646663e-12,0.0,2.0376633e-19,0.3948148,1
海绵宝宝捉章鱼_g152-n-20230816160926685799168,4.9539683e-08,1.4746206e-08,2.6119226e-08,5.4909627e-12,0.0,7.8470914e-29,6.439928e-05,0
PennyAmor_g152-n-20230816160926685799168,4.9539683e-08,1.4746206e-08,2.6119226e-08,1.521508e-10,0.0,6.0500035e-20,0.23915212,0
AL0907_g152-n-20230816160926685799168,4.9539683e-08,1.4746206e-08,2.6119224e-08,5.4909627e-12,0.0,1.31534194e-23,0.09908114,0
凉介与拓海_g152-n-20230816160926685799168,4.9539683e-08,1.4746206e-08,2.6119235e-08,3.7926026e-10,1.5440362e-37,1.2701543000000001e-30,0.057699885,0
有灵YL454_g152-n-20230816160926685799168,4.9539683e-08,1.4746206e-08,2.6119226e-08,1.1569378e-12,0.0,2.2087472e-22,0.037831746,0
AutisIT_g152-n-20230816160926685799168,4.9539683e-08,1.4746206e-08,2.6119226e-08,4.1947147e-11,0.0,3.028318e-29,1.0052065e-18,0
钟意你咩_g152-n-20230816160926685799168,4.9539683e-08,1.4746206e-08,2.6119224e-08,6.5393274e-11,0.0,1.4354439e-11,3.269739e-16,0
thyskrskr_g152-n-20230816160926685799168,4.9539683e-08,1.4746206e-08,2.6119228e-08,5.5454613e-11,0.0,4.2027796e-17,0.05905296,0
SWINGMANl_g152-n-20230816160926685799168,4.9539683e-08,1.4746206e-08,2.6119233e-08,2.8378346e-12,0.0,1.6686742e-28,2.8700348e-05,0
cuier1_g152-n-20230828205039925519024,4.9539683e-08,1.4746207e-08,2.6119226e-08,2.5083807e-12,6.701784999999999e-35,3.3418607e-26,2.4119665e-10,0
森徐_g152-n-20230828205039925519024,4.9539683e-08,1.4746207e-08,2.6119226e-08,2.0642995e-15,0.0,1.3796263e-20,1.9262086e-24,0
小羊YYY_g152-n-20230828205039925519024,4.9539683e-08,1.4746207e-08,2.6119226e-08,5.4909627e-12,9.53052e-24,8.544688999999999e-20,0.035269238,0
Xyangfps_g152-n-20230828205039925519024,4.9539683e-08,1.4746206e-08,2.6119224e-08,3.492379e-11,0.0,3.0207708e-31,5.3244349999999996e-21,1
SJDKA_g152-n-20230828205039925519024,4.9539683e-08,1.4746207e-08,2.611923e-08,1.6655656e-10,0.0,2.8595326000000003e-17,0.05501866,0
romantic857_g152-n-20230828205039925519024,4.9539683e-08,1.4746207e-08,2.6119224e-08,7.459276e-10,0.0,3.2798943000000003e-22,0.07679118,0
HKCJ.Eros1on_g152-n-20230828205039925519024,4.9539683e-08,1.4746206e-08,2.6119226e-08,2.30632e-12,0.0,3.0804542e-30,0.015243293,0
看楼上反馈_g152-n-20230828205039925519024,4.9539683e-08,1.4746207e-08,2.6119226e-08,5.4909627e-12,0.0,4.3825279999999996e-20,1.00216006e-07,0
糊涂途_g152-n-20230828205039925519024,4.9539683e-08,1.4746207e-08,2.6119226e-08,4.294146e-16,0.0,1.4704115e-27,7.0175943e-10,0
Principles_g152-n-20230828205039925519024,4.9539683e-08,1.4746207e-08,2.6119224e-08,4.3954944e-11,0.0,6.836227e-16,0.012090201,0
悍匪Yten_g159-n-20230822135106558997634,4.9539683e-08,1.4746206e-08,2.611923e-08,5.2569792e-11,0.0,4.7412840000000005e-31,9.2454704e-11,0
装一袋快乐wh_g159-n-20230822135106558997634,4.9539683e-08,1.4746206e-08,2.6119235e-08,3.157625e-12,0.0,3.686418e-14,0.1059349,1
一眼纯真_g159-n-20230822135106558997634,4.9539683e-08,1.4746206e-08,2.6119224e-08,2.86826e-10,0.0,7.7186316e-22,0.34527522,0
迷糊小鱼_g159-n-20230822135106558997634,4.9539683e-08,1.4746206e-08,2.6119228e-08,1.5761534e-11,1.515762e-39,1.50517e-28,1.070303e-13,0
达达答_g159-n-20230822135106558997634,4.9539683e-08,1.4746206e-08,2.6119231e-08,2.0558235000000003e-16,0.0,6.0275020000000005e-28,4.4475253e-11,0
阿阿巴阿巴_g159-n-20230822135106558997634,4.9539683e-08,1.4746206e-08,2.611923e-08,1.4364693e-10,0.0,1.6785863000000002e-22,0.25684828,0
2576762919_g159-n-20230822135106558997634,4.9539683e-08,1.4746206e-08,2.6119231e-08,3.9962877e-10,0.0,3.0946026e-16,0.06999102,0
Everythingwillchange_g159-n-20230822135106558997634,4.9539683e-08,1.4746206e-08,2.6119235e-08,6.83581e-10,0.0,5.5093145e-19,0.0845796,0
ggdfdhfg_g159-n-20230822135106558997634,4.9539683e-08,1.4746206e-08,2.6119226e-08,5.4909627e-12,4.2240223e-16,5.593903e-26,0.042804323,0
baoccao_g159-n-20230822135106558997634,4.9539683e-08,1.4746206e-08,2.6119224e-08,3.740068e-12,5.895366999999999e-20,9.0298314e-32,0.30546296,0
提平头_g151-n-20230825091242174002565,4.9539683e-08,1.4746206e-08,2.6119233e-08,5.4167545e-11,0.0,4.8569723e-21,1.6407703e-17,0
浊世浮生3_g151-n-20230825091242174002565,4.9539683e-08,1.4746206e-08,2.611923e-08,5.4909627e-12,0.0,6.937805999999999e-20,0.07240563,1
神枪手顺溜儿_g151-n-20230825091242174002565,4.9539683e-08,1.4746206e-08,2.6119231e-08,2.126127e-11,3.3874842999999997e-18,3.0053447e-24,0.028251186,0
Xxz_63_T_g151-n-20230825091242174002565,4.9539683e-08,1.4746206e-08,2.6119235e-08,3.5631392e-10,0.0,3.234971e-22,2.1530303e-15,0
rayblues_g151-n-20230825091242174002565,4.9539683e-08,1.4746206e-08,2.6119235e-08,1.2287348e-10,0.0,9.243862000000001e-23,0.072720066,0
bluerap_g151-n-20230825091242174002565,4.9539683e-08,1.4746206e-08,2.6119226e-08,1.4070734e-11,0.0,1.2279395000000001e-22,0.06399343,0
伊拉克白给哥_g151-n-20230825091242174002565,4.9539683e-08,1.4746206e-08,2.6119231e-08,2.6878488e-10,5.3526047e-29,1.6322111e-26,0.07413004,0
怪我不太主动_g151-n-20230825091242174002565,4.9539683e-08,1.4746206e-08,2.6119224e-08,7.738768e-12,0.0,4.3867376e-31,0.10726096,0
在世李白_g151-n-20230825091242174002565,4.9539683e-08,1.4746206e-08,2.6119226e-08,2.8348573e-12,0.0,1.7281550000000002e-17,0.14283298,0
叶子木_g151-n-20230825091242174002565,4.9539683e-08,1.4746206e-08,2.6119226e-08,3.4684983e-12,0.0,6.322144e-21,1.0639444e-16,0
也曾经流过遗憾_g151-n-20230826124145273442313,4.9539683e-08,1.4746206e-08,2.6119228e-08,5.4909627e-12,0.0,1.5341925e-28,0.2675048,0
ysw喜欢你、_g151-n-20230826124145273442313,4.9539683e-08,1.4746206e-08,2.6119226e-08,5.4909627e-12,0.0,1.0390274000000001e-21,0.7370315,0
山后相逢w8_g151-n-20230826124145273442313,4.9539683e-08,1.4746206e-08,2.611923e-08,5.4909627e-12,0.0,3.9545966e-30,0.33675775,1
S1-mpIe_g151-n-20230826124145273442313,4.9539683e-08,1.4746206e-08,2.6119226e-08,3.31437e-10,0.0,1.2120047000000001e-30,0.0,0
堂主今天多少单_g151-n-20230826124145273442313,4.9539683e-08,1.4746206e-08,2.6119226e-08,1.0382739e-09,0.0019556293,1.0390274000000001e-21,9.7149405e-28,0
Dispou_g151-n-20230826124145273442313,4.9539683e-08,1.4746206e-08,2.611923e-08,1.0753441e-12,0.0,9.039276e-24,0.84156185,0
用户75744_g151-n-20230826124145273442313,4.9539683e-08,1.4746206e-08,2.6119228e-08,4.7685e-11,0.0,6.4261718000000005e-24,1.2037649e-19,0
邢玉峰_g151-n-20230826124145273442313,4.9539683e-08,1.4746206e-08,2.6119226e-08,5.4909627e-12,2.0968859e-13,1.4732496e-33,0.94664294,0
yy33324_g152-n-20230818144603919201891,4.9539683e-08,1.4746206e-08,2.6119226e-08,6.823535e-12,7.789173600000001e-38,1.6986077e-21,0.06835159,0
Gezell1gheid_g152-n-20230818144603919201891,4.9539683e-08,1.4746206e-08,2.6119228e-08,3.2548252e-11,0.0,1.2627184000000002e-22,0.13881432,0
给你头上来一下77_g152-n-20230818144603919201891,4.9539683e-08,1.4746206e-08,2.6119231e-08,1.1123921e-10,0.0,2.0437062e-14,0.052553084,0
LUOJUNER73_g152-n-20230818144603919201891,4.9539683e-08,1.4746205e-08,2.6119226e-08,8.480648e-12,0.0,1.7523563000000001e-22,0.07294992,0
纯纯路人甲a_g152-n-20230818144603919201891,4.9539683e-08,1.4746205e-08,2.6119224e-08,5.4909627e-12,0.0,8.953171e-31,0.0,0
鸡美丽IKUN_g152-n-20230818144603919201891,4.9539683e-08,1.4746206e-08,2.6119224e-08,3.8514185e-11,0.0,7.215149e-18,0.08734417,0
我超棒的呀_g152-n-20230818144603919201891,4.9539683e-08,1.4746206e-08,2.6119224e-08,3.077967e-12,0.0,8.577332e-14,0.084324285,0
梦的方向叫neV_g152-n-20230818144603919201891,4.9539683e-08,1.4746205e-08,2.6119235e-08,6.367533e-11,0.0,6.1930776e-24,0.0004590026,1
Why you bully me？_g152-n-20230818144603919201891,4.9539683e-08,1.4746206e-08,2.6119231e-08,1.7409962e-11,0.0,7.6158063e-13,0.08894293,0
HarryGeek_g152-n-20230818160411318922249,4.9539683e-08,1.4746206e-08,2.6119224e-08,5.4909627e-12,0.0,2.0427489999999998e-20,0.08850995,0
张子铭1997_g152-n-20230818160411318922249,4.9539683e-08,1.4746206e-08,2.6119224e-08,4.3286967e-12,0.0,2.9507267e-27,2.0471062e-12,0
不知江月待何人y_g152-n-20230818160411318922249,4.9539683e-08,1.4746206e-08,2.6119226e-08,2.1098356e-11,0.0,1.6662317e-33,0.1869458,0
yooooo.._g152-n-20230818160411318922249,4.9539683e-08,1.4746206e-08,2.6119231e-08,2.2402438e-12,0.0,3.5757793000000004e-22,0.118335225,0
Dylani24_g152-n-20230818160411318922249,4.9539683e-08,1.4746206e-08,2.6119226e-08,5.007506e-11,0.0,1.0198691e-28,0.34597337,0
你也不拥有我MWd_g152-n-20230818160411318922249,4.9539683e-08,1.4746206e-08,2.6119226e-08,5.4909627e-12,0.0,7.997542000000001e-25,0.014313743,1
独行侠QQQ_g152-n-20230818160411318922249,4.9539683e-08,1.4746206e-08,2.6119226e-08,5.4909627e-12,0.0,4.130888e-31,0.30247286,0
cop`_g152-n-20230818160411318922249,4.9539683e-08,1.4746206e-08,2.6119228e-08,5.4909627e-12,0.0,1.780568e-28,0.31247863,0
Ronissss_g152-n-20230818160411318922249,4.9539683e-08,1.4746206e-08,2.6119228e-08,5.4909627e-12,0.0,1.0786803e-22,0.006390625,0
半夜吃鸡吧_g152-v-20230822233248120468481,4.9539683e-08,1.4746206e-08,2.611923e-08,5.4909627e-12,0.0,4.705538e-23,0.0,0
hell咯_g152-v-20230822233248120468481,4.9539683e-08,1.4746206e-08,2.6119226e-08,7.0411793e-12,0.0,3.4780240000000004e-28,0.11999137,0
1024249537_g152-v-20230822233248120468481,4.9539683e-08,1.4746206e-08,2.611923e-08,1.8495934e-11,0.0,1.8640968000000002e-27,1.7215951e-26,0
tassel18860_g152-v-20230822233248120468481,4.9539683e-08,1.4746206e-08,2.6119224e-08,1.0383568e-10,0.0,6.812356e-20,0.0801195,0
childishtroy_g152-v-20230822233248120468481,4.9539683e-08,1.4746206e-08,2.6119226e-08,7.326096e-12,0.0,1.2298819999999998e-19,1.8375844e-05,0
十七号书抵万金皇_g152-v-20230822233248120468481,4.9539683e-08,1.4746206e-08,2.611923e-08,8.498086e-12,0.0,4.3895960000000006e-23,0.06497117,0
你来跟我比划_g152-v-20230822233248120468481,4.9539683e-08,1.4746206e-08,2.6119235e-08,5.4909627e-12,0.0,1.2656044e-14,0.030770207,0
神农架monesy_g152-v-20230822233248120468481,4.9539683e-08,1.4746206e-08,2.611923e-08,7.475687e-12,9.460448000000001e-39,3.6475895e-14,0.003479776,1
陈前辈_g152-v-20230822233248120468481,4.9539683e-08,1.4746206e-08,2.6119224e-08,9.687698e-15,0.0,8.503685999999999e-30,3.5011177e-29,0
QBQ--777_g152-v-20230822233248120468481,4.9539683e-08,1.4746206e-08,2.6119224e-08,5.4909627e-12,0.0,1.412859e-21,0.009950238,0
爱吃桔子的黄橙子_g152-n-20230827193521920408013,4.9539683e-08,1.4746206e-08,2.6119224e-08,5.0176748e-11,0.0,1.0494684e-30,0.1612166,0
广场吃炸鸡_g152-n-20230827193521920408013,4.9539683e-08,1.4746206e-08,2.6119226e-08,4.3719414e-10,0.0,4.5227542000000003e-32,1.1931229e-07,0
guanyuxinne_g152-n-20230827193521920408013,4.9539683e-08,1.4746206e-08,2.6119228e-08,1.3410412e-11,0.0,1.4353112e-09,0.099807106,0
你有星星_g152-n-20230827193521920408013,4.9539683e-08,1.4746206e-08,2.6119231e-08,1.9066691e-10,0.0,9.725349e-28,0.033844966,0
叫我张希瑞_g152-n-20230827193521920408013,4.9539683e-08,1.4746206e-08,2.6119233e-08,3.4577102e-10,0.0,4.7908510000000005e-31,0.076216705,0
Atomup_g152-n-20230827193521920408013,4.9539683e-08,1.4746206e-08,2.611923e-08,5.1532775e-12,0.0,3.3481532e-25,0.016253473,0
晨晨晨··_g152-n-20230827193521920408013,4.9539683e-08,1.4746206e-08,2.6119233e-08,5.4909627e-12,5.302918e-30,6.706444e-21,2.2913173999999998e-18,0
zhujunhui0312_g152-n-20230827193521920408013,4.9539683e-08,1.4746206e-08,2.611923e-08,5.483144e-12,0.0,8.0827514e-19,0.008088146,1
阿宅不想宅_g152-n-20230827193521920408013,4.9539683e-08,1.4746206e-08,2.6119226e-08,1.461041e-11,1.8535012e-15,8.1395055e-17,0.11697088,0
YFY...._g152-n-20230827193521920408013,4.9539683e-08,1.4746206e-08,2.6119224e-08,5.4909627e-12,0.0,9.309002e-20,1.8395075e-11,0
莓气泄漏^_g151-n-20230826052431474267116,4.9539686e-08,1.4746206e-08,2.611923e-08,9.295716e-13,1.5100122e-15,7.150695e-28,0.008119224,1
球球别打头啦_g151-n-20230826052431474267116,4.9539686e-08,1.4746206e-08,2.6119226e-08,5.282061e-10,0.0,4.8146287e-18,0.4456388,0
爱意随风起118_g151-n-20230826052431474267116,4.9539686e-08,1.4746206e-08,2.6119224e-08,3.2051254e-11,0.0,2.4655625e-28,1.2704578000000001e-17,0
lovesxn_g151-n-20230826052431474267116,4.9539686e-08,1.4746206e-08,2.6119224e-08,3.2625183e-10,0.0,4.2068984e-26,0.18066107,0
北挽吟fxi_g151-n-20230826052431474267116,4.9539686e-08,1.4746206e-08,2.6119233e-08,9.0884975e-15,0.0,5.3441522e-17,0.033423543,0
也曾为妳破例_g151-n-20230826052431474267116,4.9539686e-08,1.4746206e-08,2.6119226e-08,4.2162763e-13,0.0,4.3378455999999996e-35,0.07276217,0
DengYL_g151-n-20230826052431474267116,4.9539686e-08,1.4746206e-08,2.6119226e-08,9.525837e-11,0.0,4.2967734e-26,8.325231999999999e-38,0
一人也成阵_g151-n-20230826052431474267116,4.9539686e-08,1.4746206e-08,2.6119226e-08,3.892982e-11,0.0,3.7931768e-27,1.29247624e-17,0
福清枪男_g151-n-20230826052431474267116,4.9539686e-08,1.4746206e-08,2.6119224e-08,5.4909627e-12,0.0,3.8253240000000006e-23,0.26912752,0
·江京_g151-n-20230826052431474267116,4.9539686e-08,1.4746206e-08,2.6119226e-08,1.0275676e-11,0.0,1.2780020000000001e-27,6.8721344e-12,0
