ID,avgKill,special_hit_ratio,oneTapPercentage,precision,ratio of hit when moving,flashEfficiency,avg_TTK,var_TTK,occluderKill,firstHitPrecision,inertialShotPercentage,Var_hit_group,propsStats,BlindKillPercentage,CHPrecision,firstKillRate,avg_delta,var_delta,avg_gamma,var_gamma,avg_t0_t1_duration,var_t0_t1_duration,avg_t1_t2_duration,var_t1_t2_duration,avg_duration,var_duration,avg_speed,var_speed,isCheater
金华小区第一保安_g151-n-20230825030211385320125,0.76,0.0389610389610389,0.1298701298701298,0.21875,0.0129870129870129,-0.7609547387072575,192.95652173913044,122582.861660079,0.0,0.2444444444444444,1.0,0.0176200262780349,0.0144,0.0,0.0909090909090909,0.16,20.311317642857144,1100.595381838457,16.78466864285714,751.0923855232584,0.1908482142857142,0.0137161422561813,0.1863839285714285,0.1438350467891483,0.3772321428571428,0.1789684924450549,426.4373714577874,586815.1489982677,0
笨笨的老笨了_g159-n-20230825103828058162995,0.35,0.0769230769230769,0.0769230769230769,0.1328671328671328,0.2051282051282051,0.0,743.25,55223.92857142857,0.025,0.28,1.0,0.0208926875593542,0.0,0.0,0.1025641025641025,0.05,6.639375083333333,459.9639543356677,6.644282416666666,441.1091645687986,0.22265625,0.0122125799005681,0.6145833333333334,0.4266394412878787,0.8372395833333334,0.520883271188447,21.351198643939835,640.500902985972,0
的撒哈克_g152-n-20230821203759518999206,0.5454545454545454,0.275,0.075,0.1403508771929824,0.2,-0.3817545472616432,231.26315789473685,45007.09356725146,0.0,0.2608695652173913,0.9166666666666666,0.0120987654320987,0.0081818181818181,0.0,0.1,0.0,4.0439684375,193.4233427784755,0.5246679374999988,0.7726459258813946,0.23095703125,0.0113197326660156,0.29296875,0.2423665364583333,0.52392578125,0.2814409891764323,89.52838766749362,61521.10120634585,0
韭菜饼子_g151-c-20230724142153610966882,0.7333333333333333,0.5,0.0813953488372093,0.1484375,0.0,0.0695408094029664,148.0,18344.75,0.0,0.3255813953488372,0.9545454545454546,0.0070642122201523,0.028,0.0,0.1744186046511628,0.0666666666666666,4.668864208333332,326.8844110969259,7.144942291666667,458.4555693283358,0.2154947916666666,0.0079606650532155,0.3756510416666667,0.281684764917346,0.5911458333333334,0.2699699954710144,82.57973526160906,58003.16497691335,0
gdyuwg_g151-n-20230820195336575700318,0.4523809523809524,0.6224489795918368,0.0204081632653061,0.1183098591549295,0.1326530612244898,0.0277563949223586,272.80645161290323,124206.62795698924,0.0119047619047619,0.25,0.8947368421052632,0.0154205295118803,0.0304761904761904,0.0,0.0816326530612244,0.0714285714285714,7.658448399999999,501.2240144529713,3.3862465,153.02694433631015,0.2239583333333333,0.012902972341954,0.3078125,0.2284508014547414,0.5317708333333333,0.2223444796156608,104.95558337877507,88830.7828285189,0
一只可乐瓶_g151-n-20230725042900816604168,0.3333333333333333,0.0303030303030303,0.1212121212121212,0.1024590163934426,0.0909090909090909,-1.0,176.0,29220.0,0.0,0.1739130434782608,0.75,0.0144883175186205,0.0008333333333333,0.0,0.0303030303030303,0.0,0.6012225833333337,0.5025238050800834,6.061535333333333,404.80973640926135,0.1888020833333333,0.0108069217566287,0.1119791666666666,0.0363029711174242,0.30078125,0.0266390713778409,71.8917813178266,27450.678734139525,0
Y丷_g151-n-20230816024912829501363,1.375,0.4736842105263157,0.4912280701754385,0.2270916334661354,0.0,0.4024076325646179,200.08333333333331,95771.05673758865,0.0,0.3055555555555556,1.0,0.0252385349338257,0.0183333333333333,0.0303030303030303,0.3333333333333333,0.25,9.17349372,594.5800741389095,0.1577499199999998,0.13489712673716,0.189375,0.01247802734375,0.115625,0.0980631510416666,0.305,0.1208113606770833,166.657656380677,137330.02792842605,0
✍jsk_g151-n-20230727155149910757928,1.0555555555555556,0.5384615384615384,0.2307692307692307,0.2131979695431472,0.0,0.0,182.4,45181.0,0.0,0.3870967741935484,0.7894736842105263,0.0194590547154649,0.0222222222222222,0.0,0.25,0.2777777777777778,6.080354823529412,469.4826117447892,11.910145529411764,686.1432614418375,0.197610294117647,0.0121136833639705,0.2518382352941176,0.1712610581341911,0.4494485294117647,0.2114114200367647,785.1815623794598,6798526.295169952,0
Evilia_g151-n-20230723235802210030863,0.7142857142857143,0.0945945945945946,0.0675675675675675,0.1096563011456628,0.1621621621621621,-1.0,95.58064516129032,32605.51827956989,0.0535714285714285,0.2888888888888888,1.0,0.0141943745547349,0.0121428571428571,0.0,0.081081081081081,0.0357142857142857,0.2633944999999996,0.3865390598606369,0.1139353333333332,0.1152642219415151,0.1471354166666666,0.0091645211884469,0.0390625,0.0083229758522727,0.1861979166666666,0.0202618223248106,14.627850769561949,421.2906827717589,0
别压力队友啊！_g151-n-20230827055824774274876,0.75,0.6792452830188679,0.1320754716981132,0.1886120996441281,0.0,0.0,178.5,66940.33333333333,0.0416666666666666,0.1666666666666666,1.0,0.026616387361611,0.0025,0.0,0.2264150943396226,0.1666666666666666,20.730339117647056,1103.061248526897,3.9850903529411776,225.80377923327364,0.1920955882352941,0.0144886690027573,0.2591911764705882,0.2255266974954043,0.4512867647058823,0.2642786362591912,794.6851998517403,3539431.04793714,0
不管了先吃饭_g151-n-20230730002512610669897,0.4210526315789473,0.064516129032258,0.1612903225806451,0.0893470790378006,0.064516129032258,0.7226079406532563,69.83333333333333,5297.060606060607,0.0,0.1212121212121212,1.0,0.018524941868681,0.0242105263157894,0.0,0.0967741935483871,0.0526315789473684,0.8520044000000018,0.4736850857112978,1.5023145999999996,4.787415283270798,0.228125,0.00849609375,0.328125,0.392333984375,0.55625,0.4636962890625,18.53756562015292,307.8010030930791,0
zhxnbnbnb666_g151-n-20230817012919842031895,0.6666666666666666,0.24,0.14,0.1538461538461538,0.5,0.4293623536888065,142.85714285714286,36162.22857142855,0.0208333333333333,0.1956521739130435,0.875,0.0171654320987654,0.0108333333333333,0.0,0.08,0.0,6.619043538461539,453.4879836948169,6.349912384615383,436.2097408361649,0.2572115384615384,0.0112148187099358,0.2127403846153846,0.1629857772435897,0.4699519230769231,0.1895125951522436,64.47965568100878,14707.179490607168,0
春秋_咕咕_g159-n-20230827175713166786647,0.5333333333333333,0.135593220338983,0.1525423728813559,0.1054054054054054,0.0508474576271186,-0.1613196821721269,153.6153846153846,32936.32615384615,0.0166666666666666,0.1956521739130435,1.0,0.0127748163753143,0.0333333333333333,0.0,0.1525423728813559,0.0333333333333333,23.918262307692316,950.465014105771,4.938505307692306,192.28943479329607,0.219951923076923,0.0114120092147435,0.3341346153846153,0.2355362329727564,0.5540865384615384,0.2475429437099359,234.7369162814825,127324.80500332636,0
圣ジ尐晟4_g152-n-20230821120859618338492,0.8636363636363636,0.2222222222222222,0.0333333333333333,0.18,0.2444444444444444,0.2610955885906786,104.52941176470588,3577.0445632798583,0.0454545454545454,0.173076923076923,1.0,0.0076268861454046,0.0172727272727272,0.0,0.0666666666666666,0.0454545454545454,12.183915476190478,651.5785527392272,5.897662952380953,339.0934823172093,0.2299107142857142,0.0117954799107142,0.2544642857142857,0.1439732142857143,0.484375,0.1401123046875,182.56915368360572,150517.51303919122,0
小瓜子ZI_g151-n-20230817163906892632112,0.5666666666666667,0.9433962264150944,0.0754716981132075,0.1840277777777778,0.0,0.2279068171988675,224.42857142857144,64129.587301587286,0.0,0.25,0.8823529411764706,0.0151453221347608,0.004,0.0588235294117647,0.0943396226415094,0.0333333333333333,3.956855066666668,173.18117141439166,5.024697666666667,349.812269659033,0.2375,0.0131208147321428,0.1541666666666666,0.1279599144345237,0.3916666666666666,0.150790550595238,242.825013698286,375958.0872155445,0
我看了45次日落_g151-n-20230825090823872662782,0.6842105263157895,0.1578947368421052,0.131578947368421,0.1844660194174757,0.3684210526315789,-0.8807124502217717,114.1904761904762,14562.761904761905,0.0,0.1428571428571428,1.0,0.0292055675250504,0.0073684210526315,0.0,0.131578947368421,0.1052631578947368,2.828798888888889,52.785237271114845,0.2528906666666666,0.15841112622425,0.1701388888888889,0.0124172634548611,0.3107638888888889,0.1522488064236111,0.4809027777777778,0.2031114366319444,176.0844698395568,107692.74225379612,0
云股风清_g151-n-20230816033449934694822,0.5652173913043478,0.3714285714285714,0.2,0.0777777777777777,0.0,0.0,58.36363636363637,3026.2545454545448,0.0217391304347826,0.0857142857142857,0.9230769230769232,0.018946837994457,0.0052173913043478,0.0,0.1428571428571428,0.1304347826086956,13.561080785714283,687.7250999349503,10.801599571428572,643.4367453006391,0.1785714285714285,0.0158771892170329,0.1618303571428571,0.0766454004979395,0.3404017857142857,0.0928177047561813,374.7476551591411,285050.2406558625,0
tubno.1_g151-n-20230823214322581209878,1.0909090909090908,0.6666666666666666,0.1944444444444444,0.2695652173913043,0.0,-0.0625718948734433,160.0,75279.46666666666,0.0,0.4,1.0,0.0116598079561042,0.0236363636363636,0.0,0.1805555555555555,0.0909090909090909,12.38332015,613.5384169449266,0.2417779500000007,0.1557673789564712,0.2484375,0.0056255139802631,0.24140625,0.2061439915707236,0.48984375,0.2325317382812499,229.06935053762368,292667.57279258454,0
ak女士_g152-v-20230822004308219664459,0.6538461538461539,0.3191489361702128,0.2765957446808511,0.1792452830188679,0.0425531914893617,-1.0,119.75,70153.53333333334,0.0192307692307692,0.3389830508474576,0.8823529411764706,0.0173811958933431,0.0076923076923076,0.0,0.0851063829787234,0.0384615384615384,0.2566420714285718,0.2072219781031475,0.0546133571428574,0.0225661492393242,0.1813616071428571,0.0144059736650068,0.0948660714285714,0.0908377511160714,0.2762276785714285,0.123249766590831,10.942809615041426,412.9335659481124,0
dubinglii_g151-n-20230724003007608631715,0.5142857142857142,0.5822784810126582,0.1772151898734177,0.2193308550185873,0.0253164556962025,-0.1689358972223651,248.48,105672.42666666664,0.0,0.2777777777777778,0.9444444444444444,0.0157659127909621,0.036,0.0,0.1265822784810126,0.1142857142857142,10.003943454545457,651.1421482373605,9.40531790909091,561.7109131832033,0.2400568181818181,0.0118011870941558,0.1711647727272727,0.0615810377773268,0.4112215909090909,0.0596723019818723,269.6352827356936,172953.77800579922,0
浙江第一戒导小子_g151-n-20230723223720820399123,0.44,0.6607142857142857,0.0892857142857142,0.1924398625429553,0.0892857142857142,1.0,111.72727272727272,10723.018181818185,0.02,0.1568627450980392,1.0,0.0146526203073822,0.0096,0.0,0.1071428571428571,0.12,8.603649083333332,370.0769264144917,11.527951833333333,736.5866510989989,0.2044270833333333,0.0147575609611742,0.4635416666666667,0.2717655066287878,0.66796875,0.3185868696732954,193.01565115842345,152814.1691598358,0
嘿hh_g152-n-20230817081223332477299,0.7222222222222222,0.1447368421052631,0.0131578947368421,0.1656976744186046,0.0,-0.5102107490580778,124.47619047619048,32800.6619047619,0.0,0.2962962962962963,0.9230769230769232,0.0105844533360692,0.03,0.0,0.0526315789473684,0.0555555555555555,8.162705125,472.3004565096391,5.139142375000001,395.3846508075316,0.228515625,0.0122029622395833,0.345703125,0.30494384765625,0.57421875,0.282177734375,115.51647013832684,57162.52164283248,0
旧时光的容颜JBS_g152-v-20230827021259218897316,0.5882352941176471,0.7037037037037037,0.1111111111111111,0.2195121951219512,0.0,0.7093382939692091,41.46666666666667,1394.5523809523806,0.0294117647058823,0.2222222222222222,0.9,0.0292638317329675,0.0047058823529411,0.0,0.2962962962962963,0.1176470588235294,0.3069520000000006,0.0837472368500007,0.0627862500000009,0.00692498495625,0.18359375,0.0051066080729166,0.05078125,0.00347900390625,0.234375,0.01220703125,11.783625015643704,56.45177765247083,1
branche_g151-n-20230725181913219385995,0.8461538461538461,0.4050632911392405,0.0886075949367088,0.1338028169014084,0.050632911392405,0.1542154782912195,84.82352941176471,3769.6544117647054,0.0,0.25,0.9545454545454546,0.0144484601035367,0.0384615384615384,0.0,0.189873417721519,0.0769230769230769,4.08731423809524,312.2302981916065,4.271219095238096,310.8460863840629,0.1904761904761904,0.0086576915922619,0.1257440476190476,0.0692010788690476,0.3162202380952381,0.0636207217261904,110.03918384726153,82362.17365465619,0
FPS天赋选手_g152-n-20230818122155118979250,1.28,0.1626016260162601,0.040650406504065,0.1155115511551155,0.2032520325203252,-1.0,150.58139534883722,22626.963455149504,0.04,0.293103448275862,1.0,0.0121620728402405,0.004,0.0,0.073170731707317,0.28,4.275238133333333,179.9922508257734,5.276110533333334,237.01182071454676,0.23125,0.0108162715517241,0.3010416666666666,0.2202642331178159,0.5322916666666667,0.2498978538074713,125.78277822652196,86450.46658974513,0
红叶应当知雅意_g152-n-20230814232127512300767,0.5,0.3787878787878788,0.0454545454545454,0.1993957703927492,0.0,-0.405584181310063,371.9,103597.25263157896,0.0208333333333333,0.1578947368421052,1.0,0.0241301907968574,0.0116666666666666,0.0,0.1212121212121212,0.0833333333333333,7.277207478260871,392.0093654239165,0.548929782608696,0.6826811163687236,0.218070652173913,0.0122398406620553,0.579483695652174,0.2684861737277668,0.7975543478260869,0.3070729372529645,85.59160424386491,65619.10432139947,0
kanzhebenshu1_g152-n-20230823005847019801970,1.631578947368421,0.1818181818181818,0.2045454545454545,0.2901023890784983,0.1477272727272727,-1.0,218.9268292682927,108103.41951219512,0.0526315789473684,0.3518518518518518,0.967741935483871,0.0174408223650647,0.0052631578947368,0.0,0.1931818181818181,0.4210526315789473,7.625318419354841,410.3707804153723,4.6951460645161305,193.7399333784484,0.2258064516129032,0.0111952914986559,0.1476814516129032,0.0951796664986558,0.3734879032258064,0.0724829889112903,217.99402078798076,712477.362396937,0
